"תחנה","תאריך ושעה (שעון קיץ)","קרינה גלובלית (וואט/מ""ר)"
"בית דגן קרינה","29/06/2023 06:30","40"
"בית דגן קרינה","29/06/2023 06:40","74"
"בית דגן קרינה","29/06/2023 06:50","116"
"בית דגן קרינה","29/06/2023 07:00","187"
"בית דגן קרינה","29/06/2023 07:10","143"
"בית דגן קרינה","29/06/2023 07:20","198"
"בית דגן קרינה","29/06/2023 07:30","337"
"בית דגן קרינה","29/06/2023 07:40","213"
"בית דגן קרינה","29/06/2023 07:50","175"
"בית דגן קרינה","29/06/2023 08:00","351"
"בית דגן קרינה","29/06/2023 08:10","424"
"בית דגן קרינה","29/06/2023 08:20","459"
"בית דגן קרינה","29/06/2023 08:30","494"
"בית דגן קרינה","29/06/2023 08:40","536"
"בית דגן קרינה","29/06/2023 08:50","598"
"בית דגן קרינה","29/06/2023 09:00","418"
"בית דגן קרינה","29/06/2023 09:10","216"
"בית דגן קרינה","29/06/2023 09:20","608"
"בית דגן קרינה","29/06/2023 09:30","609"
"בית דגן קרינה","29/06/2023 09:40","604"
"בית דגן קרינה","29/06/2023 09:50","568"
"בית דגן קרינה","29/06/2023 10:00","630"
"בית דגן קרינה","29/06/2023 10:10","792"
"בית דגן קרינה","29/06/2023 10:20","834"
"בית דגן קרינה","29/06/2023 10:30","838"
"בית דגן קרינה","29/06/2023 10:40","878"
"בית דגן קרינה","29/06/2023 10:50","896"
"בית דגן קרינה","29/06/2023 11:00","910"
"בית דגן קרינה","29/06/2023 11:10","923"
"בית דגן קרינה","29/06/2023 11:20","950"
"בית דגן קרינה","29/06/2023 11:30","953"
"בית דגן קרינה","29/06/2023 11:40","966"
"בית דגן קרינה","29/06/2023 11:50","983"
"בית דגן קרינה","29/06/2023 12:00","962"
"בית דגן קרינה","29/06/2023 12:10","1023"
"בית דגן קרינה","29/06/2023 12:20","960"
"בית דגן קרינה","29/06/2023 12:30","1009"
"בית דגן קרינה","29/06/2023 12:40","1030"
"בית דגן קרינה","29/06/2023 12:50","989"
"בית דגן קרינה","29/06/2023 13:00","1036"
"בית דגן קרינה","29/06/2023 13:10","947"
"בית דגן קרינה","29/06/2023 13:20","1040"
"בית דגן קרינה","29/06/2023 13:30","984"
"בית דגן קרינה","29/06/2023 13:40","993"
"בית דגן קרינה","29/06/2023 13:50","946"
"בית דגן קרינה","29/06/2023 14:00","981"
"בית דגן קרינה","29/06/2023 14:10","940"
"בית דגן קרינה","29/06/2023 14:20","948"
"בית דגן קרינה","29/06/2023 14:30","896"
"בית דגן קרינה","29/06/2023 14:40","821"
"בית דגן קרינה","29/06/2023 14:50","931"
"בית דגן קרינה","29/06/2023 15:00","918"
"בית דגן קרינה","29/06/2023 15:10","864"
"בית דגן קרינה","29/06/2023 15:20","784"
"בית דגן קרינה","29/06/2023 15:30","703"
"בית דגן קרינה","29/06/2023 15:40","597"
"בית דגן קרינה","29/06/2023 15:50","691"
"בית דגן קרינה","29/06/2023 16:00","644"
"בית דגן קרינה","29/06/2023 16:10","549"
"בית דגן קרינה","29/06/2023 16:20","564"
"בית דגן קרינה","29/06/2023 16:30","449"
"בית דגן קרינה","29/06/2023 16:40","484"
"בית דגן קרינה","29/06/2023 16:50","430"
"בית דגן קרינה","29/06/2023 17:00","355"
"בית דגן קרינה","29/06/2023 17:10","350"
"בית דגן קרינה","29/06/2023 17:20","233"
"בית דגן קרינה","29/06/2023 17:30","443"
"בית דגן קרינה","29/06/2023 17:40","406"
"בית דגן קרינה","29/06/2023 17:50","301"
"בית דגן קרינה","29/06/2023 18:00","282"
"בית דגן קרינה","29/06/2023 18:10","150"
"בית דגן קרינה","29/06/2023 18:20","114"
"בית דגן קרינה","29/06/2023 18:30","148"
"בית דגן קרינה","29/06/2023 18:40","97"
"בית דגן קרינה","29/06/2023 18:50","66"
"בית דגן קרינה","29/06/2023 19:00","76"
"בית דגן קרינה","29/06/2023 19:10","73"
"בית דגן קרינה","29/06/2023 19:20","37"
"בית דגן קרינה","29/06/2023 19:30","22"
"בית דגן קרינה","29/06/2023 19:40","13"
"בית דגן קרינה","29/06/2023 19:50","0"
"בית דגן קרינה","29/06/2023 20:00","0"
"בית דגן קרינה","29/06/2023 20:10","0"
"בית דגן קרינה","29/06/2023 20:20","0"
"בית דגן קרינה","29/06/2023 20:30","0"
"בית דגן קרינה","29/06/2023 20:40","0"
"בית דגן קרינה","29/06/2023 20:50","0"
"בית דגן קרינה","29/06/2023 21:00","0"
"בית דגן קרינה","29/06/2023 21:10","0"
"בית דגן קרינה","29/06/2023 21:20","0"
"בית דגן קרינה","29/06/2023 21:30","0"
"בית דגן קרינה","29/06/2023 21:40","0"
"בית דגן קרינה","29/06/2023 21:50","0"
"בית דגן קרינה","29/06/2023 22:00","0"
"בית דגן קרינה","29/06/2023 22:10","0"
"בית דגן קרינה","29/06/2023 22:20","0"
"בית דגן קרינה","29/06/2023 22:30","0"
"בית דגן קרינה","29/06/2023 22:40","0"
"בית דגן קרינה","29/06/2023 22:50","0"
"בית דגן קרינה","29/06/2023 23:00","0"
"בית דגן קרינה","29/06/2023 23:10","0"
"בית דגן קרינה","29/06/2023 23:20","0"
"בית דגן קרינה","29/06/2023 23:30","0"
"בית דגן קרינה","29/06/2023 23:40","0"
"בית דגן קרינה","29/06/2023 23:50","0"
"בית דגן קרינה","30/06/2023 00:00","0"
"בית דגן קרינה","30/06/2023 00:10","0"
"בית דגן קרינה","30/06/2023 00:20","0"
"בית דגן קרינה","30/06/2023 00:30","0"
"בית דגן קרינה","30/06/2023 00:40","0"
"בית דגן קרינה","30/06/2023 00:50","0"
"בית דגן קרינה","30/06/2023 01:00","0"
"בית דגן קרינה","30/06/2023 01:10","0"
"בית דגן קרינה","30/06/2023 01:20","0"
"בית דגן קרינה","30/06/2023 01:30","0"
"בית דגן קרינה","30/06/2023 01:40","0"
"בית דגן קרינה","30/06/2023 01:50","0"
"בית דגן קרינה","30/06/2023 02:00","0"
"בית דגן קרינה","30/06/2023 02:10","0"
"בית דגן קרינה","30/06/2023 02:20","0"
"בית דגן קרינה","30/06/2023 02:30","0"
"בית דגן קרינה","30/06/2023 02:40","0"
"בית דגן קרינה","30/06/2023 02:50","0"
"בית דגן קרינה","30/06/2023 03:00","0"
"בית דגן קרינה","30/06/2023 03:10","0"
"בית דגן קרינה","30/06/2023 03:20","0"
"בית דגן קרינה","30/06/2023 03:30","0"
"בית דגן קרינה","30/06/2023 03:40","0"
"בית דגן קרינה","30/06/2023 03:50","0"
"בית דגן קרינה","30/06/2023 04:00","0"
"בית דגן קרינה","30/06/2023 04:10","0"
"בית דגן קרינה","30/06/2023 04:20","0"
"בית דגן קרינה","30/06/2023 04:30","0"
"בית דגן קרינה","30/06/2023 04:40","0"
"בית דגן קרינה","30/06/2023 04:50","0"
"בית דגן קרינה","30/06/2023 05:00","0"
"בית דגן קרינה","30/06/2023 05:10","0"
"בית דגן קרינה","30/06/2023 05:20","0"
"בית דגן קרינה","30/06/2023 05:30","0"
"בית דגן קרינה","30/06/2023 05:40","0"
"בית דגן קרינה","30/06/2023 05:50","8"
"בית דגן קרינה","30/06/2023 06:00","16"
"בית דגן קרינה","30/06/2023 06:10","26"
"בית דגן קרינה","30/06/2023 06:20","42"
"בית דגן קרינה","30/06/2023 06:30","94"
"בית דגן קרינה","30/06/2023 06:40","121"
"בית דגן קרינה","30/06/2023 06:50","141"
"בית דגן קרינה","30/06/2023 07:00","177"
"בית דגן קרינה","30/06/2023 07:10","236"
"בית דגן קרינה","30/06/2023 07:20","275"
"בית דגן קרינה","30/06/2023 07:30","290"
"בית דגן קרינה","30/06/2023 07:40","323"
"בית דגן קרינה","30/06/2023 07:50","357"
"בית דגן קרינה","30/06/2023 08:00","407"
"בית דגן קרינה","30/06/2023 08:10","512"
"בית דגן קרינה","30/06/2023 08:20","267"
"בית דגן קרינה","30/06/2023 08:30","382"
"בית דגן קרינה","30/06/2023 08:40","196"
"בית דגן קרינה","30/06/2023 08:50","508"
"בית דגן קרינה","30/06/2023 09:00","591"
"בית דגן קרינה","30/06/2023 09:10","659"
"בית דגן קרינה","30/06/2023 09:20","320"
"בית דגן קרינה","30/06/2023 09:30","638"
"בית דגן קרינה","30/06/2023 09:40","554"
"בית דגן קרינה","30/06/2023 09:50","770"
"בית דגן קרינה","30/06/2023 10:00","789"
"בית דגן קרינה","30/06/2023 10:10","819"
"בית דגן קרינה","30/06/2023 10:20","850"
"בית דגן קרינה","30/06/2023 10:30","855"
"בית דגן קרינה","30/06/2023 10:40","888"
"בית דגן קרינה","30/06/2023 10:50","906"
"בית דגן קרינה","30/06/2023 11:00","919"
"בית דגן קרינה","30/06/2023 11:10","939"
"בית דגן קרינה","30/06/2023 11:20","953"
"בית דגן קרינה","30/06/2023 11:30","972"
"בית דגן קרינה","30/06/2023 11:40","983"
"בית דגן קרינה","30/06/2023 11:50","998"
"בית דגן קרינה","30/06/2023 12:00","1006"
"בית דגן קרינה","30/06/2023 12:10","1016"
"בית דגן קרינה","30/06/2023 12:20","1021"
"בית דגן קרינה","30/06/2023 12:30","1023"
"בית דגן קרינה","30/06/2023 12:40","1022"
"בית דגן קרינה","30/06/2023 12:50","1029"
"בית דגן קרינה","30/06/2023 13:00","1025"
"בית דגן קרינה","30/06/2023 13:10","1023"
"בית דגן קרינה","30/06/2023 13:20","1022"
"בית דגן קרינה","30/06/2023 13:30","1013"
"בית דגן קרינה","30/06/2023 13:40","1002"
"בית דגן קרינה","30/06/2023 13:50","995"
"בית דגן קרינה","30/06/2023 14:00","985"
"בית דגן קרינה","30/06/2023 14:10","973"
"בית דגן קרינה","30/06/2023 14:20","961"
"בית דגן קרינה","30/06/2023 14:30","942"
"בית דגן קרינה","30/06/2023 14:40","924"
"בית דגן קרינה","30/06/2023 14:50","901"
"בית דגן קרינה","30/06/2023 15:00","882"
"בית דגן קרינה","30/06/2023 15:10","858"
"בית דגן קרינה","30/06/2023 15:20","829"
"בית דגן קרינה","30/06/2023 15:30","810"
"בית דגן קרינה","30/06/2023 15:40","786"
"בית דגן קרינה","30/06/2023 15:50","766"
"בית דגן קרינה","30/06/2023 16:00","732"
"בית דגן קרינה","30/06/2023 16:10","708"
"בית דגן קרינה","30/06/2023 16:20","667"
"בית דגן קרינה","30/06/2023 16:30","644"
"בית דגן קרינה","30/06/2023 16:40","580"
"בית דגן קרינה","30/06/2023 16:50","502"
"בית דגן קרינה","30/06/2023 17:00","558"
"בית דגן קרינה","30/06/2023 17:10","509"
"בית דגן קרינה","30/06/2023 17:20","491"
"בית דגן קרינה","30/06/2023 17:30","314"
"בית דגן קרינה","30/06/2023 17:40","294"
"בית דגן קרינה","30/06/2023 17:50","330"
"בית דגן קרינה","30/06/2023 18:00","290"
"בית דגן קרינה","30/06/2023 18:10","127"
"בית דגן קרינה","30/06/2023 18:20","159"
"בית דגן קרינה","30/06/2023 18:30","155"
"בית דגן קרינה","30/06/2023 18:40","151"
"בית דגן קרינה","30/06/2023 18:50","112"
"בית דגן קרינה","30/06/2023 19:00","62"
"בית דגן קרינה","30/06/2023 19:10","46"
"בית דגן קרינה","30/06/2023 19:20","54"
"בית דגן קרינה","30/06/2023 19:30","27"
"בית דגן קרינה","30/06/2023 19:40","13"
"בית דגן קרינה","30/06/2023 19:50","0"
"בית דגן קרינה","30/06/2023 20:00","0"
"בית דגן קרינה","30/06/2023 20:10","0"
"בית דגן קרינה","30/06/2023 20:20","0"
"בית דגן קרינה","30/06/2023 20:30","0"
"בית דגן קרינה","30/06/2023 20:40","0"
"בית דגן קרינה","30/06/2023 20:50","0"
"בית דגן קרינה","30/06/2023 21:00","0"
"בית דגן קרינה","30/06/2023 21:10","0"
"בית דגן קרינה","30/06/2023 21:20","0"
"בית דגן קרינה","30/06/2023 21:30","0"
"בית דגן קרינה","30/06/2023 21:40","0"
"בית דגן קרינה","30/06/2023 21:50","0"
"בית דגן קרינה","30/06/2023 22:00","0"
"בית דגן קרינה","30/06/2023 22:10","0"
"בית דגן קרינה","30/06/2023 22:20","0"
"בית דגן קרינה","30/06/2023 22:30","0"
"בית דגן קרינה","30/06/2023 22:40","0"
"בית דגן קרינה","30/06/2023 22:50","0"
"בית דגן קרינה","30/06/2023 23:00","0"
"בית דגן קרינה","30/06/2023 23:10","0"
"בית דגן קרינה","30/06/2023 23:20","0"
"בית דגן קרינה","30/06/2023 23:30","0"
"בית דגן קרינה","30/06/2023 23:40","0"
"בית דגן קרינה","30/06/2023 23:50","0"
"בית דגן קרינה","01/07/2023 00:00","0"
"בית דגן קרינה","01/07/2023 00:10","0"
"בית דגן קרינה","01/07/2023 00:20","0"
"בית דגן קרינה","01/07/2023 00:30","0"
"בית דגן קרינה","01/07/2023 00:40","0"
"בית דגן קרינה","01/07/2023 00:50","0"
"בית דגן קרינה","01/07/2023 01:00","0"
"בית דגן קרינה","01/07/2023 01:10","0"
"בית דגן קרינה","01/07/2023 01:20","0"
"בית דגן קרינה","01/07/2023 01:30","0"
"בית דגן קרינה","01/07/2023 01:40","0"
"בית דגן קרינה","01/07/2023 01:50","0"
"בית דגן קרינה","01/07/2023 02:00","0"
"בית דגן קרינה","01/07/2023 02:10","0"
"בית דגן קרינה","01/07/2023 02:20","0"
"בית דגן קרינה","01/07/2023 02:30","0"
"בית דגן קרינה","01/07/2023 02:40","0"
"בית דגן קרינה","01/07/2023 02:50","0"
"בית דגן קרינה","01/07/2023 03:00","0"
"בית דגן קרינה","01/07/2023 03:10","0"
"בית דגן קרינה","01/07/2023 03:20","0"
"בית דגן קרינה","01/07/2023 03:30","0"
"בית דגן קרינה","01/07/2023 03:40","0"
"בית דגן קרינה","01/07/2023 03:50","0"
"בית דגן קרינה","01/07/2023 04:00","0"
"בית דגן קרינה","01/07/2023 04:10","0"
"בית דגן קרינה","01/07/2023 04:20","0"
"בית דגן קרינה","01/07/2023 04:30","0"
"בית דגן קרינה","01/07/2023 04:40","0"
"בית דגן קרינה","01/07/2023 04:50","0"
"בית דגן קרינה","01/07/2023 05:00","0"
"בית דגן קרינה","01/07/2023 05:10","0"
"בית דגן קרינה","01/07/2023 05:20","0"
"בית דגן קרינה","01/07/2023 05:30","0"
"בית דגן קרינה","01/07/2023 05:40","0"
"בית דגן קרינה","01/07/2023 05:50","7"
"בית דגן קרינה","01/07/2023 06:00","15"
"בית דגן קרינה","01/07/2023 06:10","26"
"בית דגן קרינה","01/07/2023 06:20","40"
"בית דגן קרינה","01/07/2023 06:30","78"
"בית דגן קרינה","01/07/2023 06:40","112"
"בית דגן קרינה","01/07/2023 06:50","141"
"בית דגן קרינה","01/07/2023 07:00","173"
"בית דגן קרינה","01/07/2023 07:10","207"
"בית דגן קרינה","01/07/2023 07:20","242"
"בית דגן קרינה","01/07/2023 07:30","287"
"בית דגן קרינה","01/07/2023 07:40","186"
"בית דגן קרינה","01/07/2023 07:50","155"
"בית דגן קרינה","01/07/2023 08:00","293"
"בית דגן קרינה","01/07/2023 08:10","386"
"בית דגן קרינה","01/07/2023 08:20","408"
"בית דגן קרינה","01/07/2023 08:30","272"
"בית דגן קרינה","01/07/2023 08:40","246"
"בית דגן קרינה","01/07/2023 08:50","170"
"בית דגן קרינה","01/07/2023 09:00","615"
"בית דגן קרינה","01/07/2023 09:10","641"
"בית דגן קרינה","01/07/2023 09:20","566"
"בית דגן קרינה","01/07/2023 09:30","690"
"בית דגן קרינה","01/07/2023 09:40","631"
"בית דגן קרינה","01/07/2023 09:50","687"
"בית דגן קרינה","01/07/2023 10:00","775"
"בית דגן קרינה","01/07/2023 10:10","802"
"בית דגן קרינה","01/07/2023 10:20","727"
"בית דגן קרינה","01/07/2023 10:30","849"
"בית דגן קרינה","01/07/2023 10:40","872"
"בית דגן קרינה","01/07/2023 10:50","887"
"בית דגן קרינה","01/07/2023 11:00","901"
"בית דגן קרינה","01/07/2023 11:10","919"
"בית דגן קרינה","01/07/2023 11:20","934"
"בית דגן קרינה","01/07/2023 11:30","956"
"בית דגן קרינה","01/07/2023 11:40","969"
"בית דגן קרינה","01/07/2023 11:50","977"
"בית דגן קרינה","01/07/2023 12:00","986"
"בית דגן קרינה","01/07/2023 12:10","996"
"בית דגן קרינה","01/07/2023 12:20","1001"
